bloco,question,year,answer,percentage
Atendimento e rede de apoio / denúncia,"Nesse caso, quem você procuraria primeiro?",2019,Delegacia da Mulher,31
Atendimento e rede de apoio / denúncia,"Nesse caso, quem você procuraria primeiro?",2019,Polícia / Delegacia comum,59
Atendimento e rede de apoio / denúncia,"Nesse caso, quem você procuraria primeiro?",2019,Outras,7
Atendimento e rede de apoio / denúncia,"Nesse caso, quem você procuraria primeiro?",2019,NS/NR,2
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2011,Primeira vez,36
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2011,Segunda vez,5
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2011,Terceira vez ou mais,24
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2011,NS/NR,5
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2011,Não procurei ajuda,29
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2013,Primeira vez,38
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2013,Segunda vez,5
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2013,Terceira vez ou mais,32
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2013,Não procurei ajuda,21
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2013,NS/NR,4
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2015,Primeira vez,34
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2015,Segunda vez,9
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2015,Terceira vez ou mais,31
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2015,Não procurei ajuda,21
Atendimento e rede de apoio / denúncia,Você procurou ajuda quando foi agredida na:,2015,NS/NR,5
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2017,Sim,26
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2017,Não,74
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2017,NS/NR,0
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2019,Sim,25
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2019,Não,75
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2019,NS/NR,0
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2021,Sim,36
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2021,Não,64
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2021,NS/NR,0
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2023,Sim,31
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2023,Não,68
Atendimento e rede de apoio / denúncia,"Por causa dessa violência, você buscou algum tipo de assistência de saúde?",2023,NS/NR,0
Atendimento e rede de apoio / denúncia,Você conhece algum outro serviço de proteção à mulher?,2019,Sim,4
Atendimento e rede de apoio / denúncia,Você conhece algum outro serviço de proteção à mulher?,2019,Não,96
Atendimento e rede de apoio / denúncia,Você conhece algum outro serviço de proteção à mulher?,2019,NS/NR,0
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2019,Delegacia da mulher,78
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2019,Defensoria pública,52
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2019,Casas abrigo,47
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2019,Casa da mulher brasileira,37
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2021,Delegacia da mulher,82
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2021,Defensoria pública,56
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2021,Casas abrigo,49
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2021,Casa da mulher brasileira,35
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2021,Outro,6
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2023,Delegacia da mulher,95
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2023,"Serviços de Assistência Social, como CRAS e CREAS",89
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2023,Defensoria pública,87
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2023,Ligue Cento e Oitenta,79
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2023,Casas abrigo,57
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2023,Casa da mulher brasileira,38
Atendimento e rede de apoio / denúncia,Você conhece ou já ouviu falar dos serviços de proteção à mulher prestados:,2023,Outro,7
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia da Mulher,38
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia da Mulher,31
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia da Mulher,17
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia da Mulher,2
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia da Mulher,9
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia da Mulher,3
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia comum,23
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia comum,30
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia comum,24
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia comum,5
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia comum,18
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Delegacia comum,1
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Central de Atendimento à Mulher - Ligue cento e oitenta,39
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Central de Atendimento à Mulher - Ligue cento e oitenta,28
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Central de Atendimento à Mulher - Ligue cento e oitenta,22
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Central de Atendimento à Mulher - Ligue cento e oitenta,3
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Central de Atendimento à Mulher - Ligue cento e oitenta,6
Atendimento e rede de apoio / denúncia,Como você avalia o atendimento recebido nos seguintes serviços:,2023,Central de Atendimento à Mulher - Ligue cento e oitenta,2
Perfil,Qual sua idade?,2005,16 a 29,36
Perfil,Qual sua idade?,2005,30 a 39,23
Perfil,Qual sua idade?,2005,40 a 49,20
Perfil,Qual sua idade?,2005,50 a 59,11
Perfil,Qual sua idade?,2005,60+,10
Perfil,Qual sua idade?,2007,16 a 29,35
Perfil,Qual sua idade?,2007,30 a 39,20
Perfil,Qual sua idade?,2007,40 a 49,21
Perfil,Qual sua idade?,2007,50 a 59,14
Perfil,Qual sua idade?,2007,60+,10
Perfil,Qual sua idade?,2009,16 a 29,29
Perfil,Qual sua idade?,2009,30 a 39,20
Perfil,Qual sua idade?,2009,40 a 49,21
Perfil,Qual sua idade?,2009,50 a 59,17
Perfil,Qual sua idade?,2009,60+,13
Perfil,Qual sua idade?,2011,16 a 29,27
Perfil,Qual sua idade?,2011,30 a 39,21
Perfil,Qual sua idade?,2011,40 a 49,20
Perfil,Qual sua idade?,2011,50 a 59,17
Perfil,Qual sua idade?,2011,60+,15
Perfil,Qual sua idade?,2011,NS/NR,0
Perfil,Qual sua idade?,2013,16 a 29,29
Perfil,Qual sua idade?,2013,30 a 39,24
Perfil,Qual sua idade?,2013,40 a 49,18
Perfil,Qual sua idade?,2013,50 a 59,15
Perfil,Qual sua idade?,2013,60+,13
Perfil,Qual sua idade?,2013,NS/NR,0
Perfil,Qual sua idade?,2015,16 a 29,30
Perfil,Qual sua idade?,2015,30 a 39,23
Perfil,Qual sua idade?,2015,40 a 49,16
Perfil,Qual sua idade?,2015,50 a 59,18
Perfil,Qual sua idade?,2015,60+,13
Perfil,Qual sua idade?,2015,NS/NR,0
Perfil,Qual sua idade?,2017,16 a 29,28
Perfil,Qual sua idade?,2017,30 a 39,23
Perfil,Qual sua idade?,2017,40 a 49,16
Perfil,Qual sua idade?,2017,50 a 59,16
Perfil,Qual sua idade?,2017,60+,16
Perfil,Qual sua idade?,2017,NS/NR,0
Perfil,Qual sua idade?,2019,16 a 29,25
Perfil,Qual sua idade?,2019,30 a 39,20
Perfil,Qual sua idade?,2019,40 a 49,18
Perfil,Qual sua idade?,2019,50 a 59,16
Perfil,Qual sua idade?,2019,60+,22
Perfil,Qual sua idade?,2021,16 a 29,27
Perfil,Qual sua idade?,2021,30 a 39,20
Perfil,Qual sua idade?,2021,40 a 49,18
Perfil,Qual sua idade?,2021,50 a 59,15
Perfil,Qual sua idade?,2021,60+,20
Perfil,Qual sua idade?,2023,16 a 29,25
Perfil,Qual sua idade?,2023,30 a 39,19
Perfil,Qual sua idade?,2023,40 a 49,18
Perfil,Qual sua idade?,2023,50 a 59,15
Perfil,Qual sua idade?,2023,60+,21
Perfil,Qual sua escolaridade?,2005,Até Ensino Fundamental completo,31
Perfil,Qual sua escolaridade?,2005,Ensino Médio completo,43
Perfil,Qual sua escolaridade?,2005,Ensino Superior completo ou mais,26
Perfil,Qual sua escolaridade?,2005,NS/NR,0
Perfil,Qual sua escolaridade?,2007,Até Ensino Fundamental completo,30
Perfil,Qual sua escolaridade?,2007,Ensino Médio completo,50
Perfil,Qual sua escolaridade?,2007,Ensino Superior completo ou mais,20
Perfil,Qual sua escolaridade?,2007,NS/NR,0
Perfil,Qual sua escolaridade?,2009,Até Ensino Fundamental completo,28
Perfil,Qual sua escolaridade?,2009,Ensino Médio completo,47
Perfil,Qual sua escolaridade?,2009,Ensino Superior completo ou mais,25
Perfil,Qual sua escolaridade?,2009,NS/NR,0
Perfil,Qual sua escolaridade?,2011,Até Ensino Fundamental completo,33
Perfil,Qual sua escolaridade?,2011,Ensino Médio completo,48
Perfil,Qual sua escolaridade?,2011,Ensino Superior completo ou mais,19
Perfil,Qual sua escolaridade?,2011,NS/NR,0
Perfil,Qual sua escolaridade?,2013,Até Ensino Fundamental completo,24
Perfil,Qual sua escolaridade?,2013,Ensino Médio completo,50
Perfil,Qual sua escolaridade?,2013,Ensino Superior completo ou mais,25
Perfil,Qual sua escolaridade?,2013,NS/NR,0
Perfil,Qual sua escolaridade?,2015,Até Ensino Fundamental completo,24
Perfil,Qual sua escolaridade?,2015,Ensino Médio completo,44
Perfil,Qual sua escolaridade?,2015,Ensino Superior completo ou mais,32
Perfil,Qual sua escolaridade?,2015,NS/NR,1
Perfil,Qual sua escolaridade?,2017,Até Ensino Fundamental completo,49
Perfil,Qual sua escolaridade?,2017,Ensino Médio completo,37
Perfil,Qual sua escolaridade?,2017,Ensino Superior completo ou mais,15
Perfil,Qual sua escolaridade?,2017,NS/NR,0
Perfil,Qual sua escolaridade?,2019,Até Ensino Fundamental completo,48
Perfil,Qual sua escolaridade?,2019,Ensino Médio completo,36
Perfil,Qual sua escolaridade?,2019,Ensino Superior completo ou mais,16
Perfil,Qual sua escolaridade?,2019,NS/NR,0
Perfil,Qual sua escolaridade?,2021,Até Ensino Fundamental completo,44
Perfil,Qual sua escolaridade?,2021,Ensino Médio completo,38
Perfil,Qual sua escolaridade?,2021,Ensino Superior completo ou mais,18
Perfil,Qual sua escolaridade?,2021,NS/NR,1
Perfil,Qual sua escolaridade?,2023,Até Ensino Fundamental completo,43
Perfil,Qual sua escolaridade?,2023,Ensino Médio completo,38
Perfil,Qual sua escolaridade?,2023,Ensino Superior completo ou mais,19
Perfil,Qual sua renda familiar bruta por mês?,2005,Até 2 salários mínimos,33
Perfil,Qual sua renda familiar bruta por mês?,2005,Entre 2 e 5 salários mínimos,27
Perfil,Qual sua renda familiar bruta por mês?,2005,Mais de 5 salários mínimos,33
Perfil,Qual sua renda familiar bruta por mês?,2005,NS/NR,7
Perfil,Qual sua renda familiar bruta por mês?,2007,Até 2 salários mínimos,33
Perfil,Qual sua renda familiar bruta por mês?,2007,Entre 2 e 5 salários mínimos,28
Perfil,Qual sua renda familiar bruta por mês?,2007,Mais de 5 salários mínimos,26
Perfil,Qual sua renda familiar bruta por mês?,2007,NS/NR,13
Perfil,Qual sua renda familiar bruta por mês?,2009,Até 2 salários mínimos,33
Perfil,Qual sua renda familiar bruta por mês?,2009,Entre 2 e 5 salários mínimos,29
Perfil,Qual sua renda familiar bruta por mês?,2009,Mais de 5 salários mínimos,23
Perfil,Qual sua renda familiar bruta por mês?,2009,NS/NR,15
Perfil,Qual sua renda familiar bruta por mês?,2019,Até 2 salários mínimos,45
Perfil,Qual sua renda familiar bruta por mês?,2019,Entre 2 e 5 salários mínimos,24
Perfil,Qual sua renda familiar bruta por mês?,2019,Mais de 5 salários mínimos,13
Perfil,Qual sua renda familiar bruta por mês?,2019,NS/NR,18
Perfil,Qual sua renda familiar bruta por mês?,2021,Até 2 salários mínimos,46
Perfil,Qual sua renda familiar bruta por mês?,2021,Entre 2 e 5 salários mínimos,20
Perfil,Qual sua renda familiar bruta por mês?,2021,Mais de 5 salários mínimos,10
Perfil,Qual sua renda familiar bruta por mês?,2021,NS/NR,24
Perfil,Qual sua ocupação?,2005,Trabalha fora,56
Perfil,Qual sua ocupação?,2005,Do Lar/Dona de casa,33
Perfil,Qual sua ocupação?,2005,Estudante,9
Perfil,Qual sua ocupação?,2005,NS/NR,1
Perfil,Qual sua ocupação?,2007,Funcionária de empresa privada,27
Perfil,Qual sua ocupação?,2007,Do Lar/Dona de casa,19
Perfil,Qual sua ocupação?,2007,Profissional Liberal (Autônoma),14
Perfil,Qual sua ocupação?,2007,Aposentada,8
Perfil,Qual sua ocupação?,2007,Empregada Doméstica,8
Perfil,Qual sua ocupação?,2007,Estudante,8
Perfil,Qual sua ocupação?,2007,Servidora Pública,7
Perfil,Qual sua ocupação?,2007,Outras ocupações,5
Perfil,Qual sua ocupação?,2007,Desempregada,4
Perfil,Qual sua ocupação?,2007,Empresária,1
Perfil,Qual sua ocupação?,2007,NS/NR,0
Perfil,Qual sua ocupação?,2009,Funcionária de empresa privada,25
Perfil,Qual sua ocupação?,2009,Do Lar/Dona de casa,20
Perfil,Qual sua ocupação?,2009,Profissional Liberal (Autônoma),15
Perfil,Qual sua ocupação?,2009,Servidora Pública,11
Perfil,Qual sua ocupação?,2009,Estudante,8
Perfil,Qual sua ocupação?,2009,Empregada Doméstica,7
Perfil,Qual sua ocupação?,2009,Aposentada,7
Perfil,Qual sua ocupação?,2009,Desempregada,4
Perfil,Qual sua ocupação?,2009,Outras ocupações,4
Perfil,Qual sua ocupação?,2009,NS/NR,0
Perfil,Qual sua ocupação?,2011,Do Lar/Dona de casa,26
Perfil,Qual sua ocupação?,2011,Funcionária de empresa privada,20
Perfil,Qual sua ocupação?,2011,Profissional Liberal (Autônoma),15
Perfil,Qual sua ocupação?,2011,Servidora Pública,12
Perfil,Qual sua ocupação?,2011,Aposentada,9
Perfil,Qual sua ocupação?,2011,Empregada Doméstica,8
Perfil,Qual sua ocupação?,2011,Estudante,5
Perfil,Qual sua ocupação?,2011,Desempregada,4
Perfil,Qual sua ocupação?,2011,NS/NR,1
Perfil,Qual sua ocupação?,2013,Funcionária de empresa privada,35
Perfil,Qual sua ocupação?,2013,Do Lar/Dona de casa,19
Perfil,Qual sua ocupação?,2013,Profissional Liberal (Autônoma),14
Perfil,Qual sua ocupação?,2013,Servidora Pública,11
Perfil,Qual sua ocupação?,2013,Aposentada,8
Perfil,Qual sua ocupação?,2013,Empregada Doméstica,6
Perfil,Qual sua ocupação?,2013,Estudante,4
Perfil,Qual sua ocupação?,2013,Desempregada,2
Perfil,Qual sua ocupação?,2013,NS/NR,1
Perfil,Qual sua ocupação?,2015,Funcionária de empresa privada,35
Perfil,Qual sua ocupação?,2015,Do Lar/Dona de casa,15
Perfil,Qual sua ocupação?,2015,Profissional Liberal (Autônoma),15
Perfil,Qual sua ocupação?,2015,Servidora Pública,12
Perfil,Qual sua ocupação?,2015,Aposentada,7
Perfil,Qual sua ocupação?,2015,Estudante,7
Perfil,Qual sua ocupação?,2015,Empregada Doméstica,4
Perfil,Qual sua ocupação?,2015,Desempregada,3
Perfil,Qual sua ocupação?,2015,NS/NR,3
Perfil,Qual sua ocupação?,2017,Do Lar/Dona de casa,31
Perfil,Qual sua ocupação?,2017,Funcionária de empresa privada,21
Perfil,Qual sua ocupação?,2017,Profissional Liberal (Autônoma),15
Perfil,Qual sua ocupação?,2017,Aposentada,7
Perfil,Qual sua ocupação?,2017,Empregada Doméstica,7
Perfil,Qual sua ocupação?,2017,Estudante,6
Perfil,Qual sua ocupação?,2017,Servidora Pública,5
Perfil,Qual sua ocupação?,2017,Desempregada,4
Perfil,Qual sua ocupação?,2017,NS/NR,6
Perfil,Qual sua ocupação?,2019,Funcionária de empresa privada,41
Perfil,Qual sua ocupação?,2019,Trabalha por conta própria,29
Perfil,Qual sua ocupação?,2019,Servidora Pública,14
Perfil,Qual sua ocupação?,2019,Empregada Doméstica,13
Perfil,Qual sua ocupação?,2019,Outras ocupações,3
Perfil,Qual sua ocupação?,2019,NS/NR,0
Perfil,Qual sua ocupação?,2021,Trabalhador autônomo,36
Perfil,Qual sua ocupação?,2021,Funcionária de empresa privada,20
Perfil,Qual sua ocupação?,2021,Empregada Doméstica,16
Perfil,Qual sua ocupação?,2021,Servidora Pública,13
Perfil,Qual sua ocupação?,2021,Empresária,6
Perfil,Qual sua ocupação?,2021,Outras ocupações,5
Perfil,Qual sua ocupação?,2021,Estagiário,3
Perfil,Qual sua ocupação?,2021,NS/NR,1
Perfil,De qual região você está falando?,2005,Sudeste,47
Perfil,De qual região você está falando?,2005,Nordeste,25
Perfil,De qual região você está falando?,2005,Centro-Oeste,10
Perfil,De qual região você está falando?,2005,Norte,9
Perfil,De qual região você está falando?,2005,Sul,8
Perfil,De qual região você está falando?,2007,Sudeste,47
Perfil,De qual região você está falando?,2007,Nordeste,24
Perfil,De qual região você está falando?,2007,Centro-Oeste,11
Perfil,De qual região você está falando?,2007,Norte,9
Perfil,De qual região você está falando?,2007,Sul,8
Perfil,De qual região você está falando?,2009,Sudeste,46
Perfil,De qual região você está falando?,2009,Nordeste,23
Perfil,De qual região você está falando?,2009,Centro-Oeste,11
Perfil,De qual região você está falando?,2009,Norte,10
Perfil,De qual região você está falando?,2009,Sul,9
Perfil,De qual região você está falando?,2011,Sudeste,44
Perfil,De qual região você está falando?,2011,Nordeste,27
Perfil,De qual região você está falando?,2011,Sul,15
Perfil,De qual região você está falando?,2011,Centro-Oeste,7
Perfil,De qual região você está falando?,2011,Norte,7
Perfil,De qual região você está falando?,2013,Sudeste,41
Perfil,De qual região você está falando?,2013,Nordeste,28
Perfil,De qual região você está falando?,2013,Sul,14
Perfil,De qual região você está falando?,2013,Norte,9
Perfil,De qual região você está falando?,2013,Centro-Oeste,8
Perfil,De qual região você está falando?,2015,Sudeste,42
Perfil,De qual região você está falando?,2015,Nordeste,28
Perfil,De qual região você está falando?,2015,Sul,15
Perfil,De qual região você está falando?,2015,Norte,8
Perfil,De qual região você está falando?,2015,Centro-Oeste,7
Perfil,De qual região você está falando?,2017,Sudeste,49
Perfil,De qual região você está falando?,2017,Nordeste,23
Perfil,De qual região você está falando?,2017,Sul,15
Perfil,De qual região você está falando?,2017,Centro-Oeste,8
Perfil,De qual região você está falando?,2017,Norte,6
Perfil,De qual região você está falando?,2019,Norte,8
Perfil,De qual região você está falando?,2019,Nordeste,27
Perfil,De qual região você está falando?,2019,Sudeste,44
Perfil,De qual região você está falando?,2019,Sul,15
Perfil,De qual região você está falando?,2019,Centro-Oeste,8
Perfil,De qual região você está falando?,2021,Norte,8
Perfil,De qual região você está falando?,2021,Nordeste,27
Perfil,De qual região você está falando?,2021,Sudeste,43
Perfil,De qual região você está falando?,2021,Sul,14
Perfil,De qual região você está falando?,2021,Centro-Oeste,8
Perfil,De qual região você está falando?,2023,Norte,8
Perfil,De qual região você está falando?,2023,Nordeste,27
Perfil,De qual região você está falando?,2023,Sudeste,43
Perfil,De qual região você está falando?,2023,Sul,15
Perfil,De qual região você está falando?,2023,Centro-Oeste,8
Perfil,Qual sua religião ou crença?,2009,Católica,55
Perfil,Qual sua religião ou crença?,2009,Evangélica,27
Perfil,Qual sua religião ou crença?,2009,Outras/Sem religião,18
Perfil,Qual sua religião ou crença?,2009,NS/NR,1
Perfil,Qual sua religião ou crença?,2011,Católica,62
Perfil,Qual sua religião ou crença?,2011,Evangélica,28
Perfil,Qual sua religião ou crença?,2011,Outras/Sem religião,9
Perfil,Qual sua religião ou crença?,2011,NS/NR,1
Perfil,Qual sua religião ou crença?,2013,Católica,56
Perfil,Qual sua religião ou crença?,2013,Evangélica,29
Perfil,Qual sua religião ou crença?,2013,Outras/Sem religião,15
Perfil,Qual sua religião ou crença?,2015,Católica,52
Perfil,Qual sua religião ou crença?,2015,Evangélica,30
Perfil,Qual sua religião ou crença?,2015,Outras/Sem religião,18
Perfil,Qual sua religião ou crença?,2019,Católica,50
Perfil,Qual sua religião ou crença?,2019,Evangélica,34
Perfil,Qual sua religião ou crença?,2019,Outras/Sem religião,16
Perfil,Qual sua religião ou crença?,2021,Católica,45
Perfil,Qual sua religião ou crença?,2021,Evangélica,34
Perfil,Qual sua religião ou crença?,2021,Outras/Sem religião,5
Perfil,Qual sua religião ou crença?,2021,Outras/Sem religião,11
Perfil,Qual sua religião ou crença?,2021,Outras/Sem religião,4
Perfil,Qual sua religião ou crença?,2021,NS/NR,0
Perfil,Qual sua renda individual bruta por mês?,2011,Até 2 salários mínimos,72
Perfil,Qual sua renda individual bruta por mês?,2011,Entre 2 e 5 salários mínimos,16
Perfil,Qual sua renda individual bruta por mês?,2011,Mais de 5 salários mínimos,6
Perfil,Qual sua renda individual bruta por mês?,2011,NS/NR,6
Perfil,Qual sua renda individual bruta por mês?,2013,Até 2 salários mínimos,31
Perfil,Qual sua renda individual bruta por mês?,2013,Entre 2 e 5 salários mínimos,38
Perfil,Qual sua renda individual bruta por mês?,2013,Mais de 5 salários mínimos,17
Perfil,Qual sua renda individual bruta por mês?,2013,NS/NR,14
Perfil,Qual sua renda individual bruta por mês?,2015,Até 2 salários mínimos,59
Perfil,Qual sua renda individual bruta por mês?,2015,Entre 2 e 5 salários mínimos,23
Perfil,Qual sua renda individual bruta por mês?,2015,Mais de 5 salários mínimos,13
Perfil,Qual sua renda individual bruta por mês?,2015,NS/NR,5
Perfil,Qual sua renda individual bruta por mês?,2017,Até 2 salários mínimos,81
Perfil,Qual sua renda individual bruta por mês?,2017,Entre 2 e 5 salários mínimos,13
Perfil,Qual sua renda individual bruta por mês?,2017,Mais de 5 salários mínimos,5
Perfil,Qual sua renda individual bruta por mês?,2017,NS/NR,1
Perfil,Qual sua cor ou raça?,2011,Branca,47
Perfil,Qual sua cor ou raça?,2011,Preta / Parda,47
Perfil,Qual sua cor ou raça?,2011,Amarela / Indígena,4
Perfil,Qual sua cor ou raça?,2011,NS/NR,1
Perfil,Qual sua cor ou raça?,2013,Branca,51
Perfil,Qual sua cor ou raça?,2013,Preta / Parda,43
Perfil,Qual sua cor ou raça?,2013,Amarela / Indígena,4
Perfil,Qual sua cor ou raça?,2013,NS/NR,2
Perfil,Qual sua cor ou raça?,2015,Branca,53
Perfil,Qual sua cor ou raça?,2015,Preta / Parda,42
Perfil,Qual sua cor ou raça?,2015,Amarela / Indígena,4
Perfil,Qual sua cor ou raça?,2015,NS/NR,1
Perfil,Qual sua cor ou raça?,2017,Preta / Parda,49
Perfil,Qual sua cor ou raça?,2017,Branca,44
Perfil,Qual sua cor ou raça?,2017,Amarela / Indígena,4
Perfil,Qual sua cor ou raça?,2017,NS/NR,3
Perfil,Qual sua cor ou raça?,2019,Branca,44
Perfil,Qual sua cor ou raça?,2019,Preta / Parda,54
Perfil,Qual sua cor ou raça?,2019,Amarela / Indígena,1
Perfil,Qual sua cor ou raça?,2021,Preta / Parda,54
Perfil,Qual sua cor ou raça?,2021,Branca,45
Perfil,Qual sua cor ou raça?,2021,Amarela / Indígena,1
Perfil,Qual sua cor ou raça?,2023,Branca,41
Perfil,Qual sua cor ou raça?,2023,Preta / Parda,54
Perfil,Qual sua cor ou raça?,2023,Amarela / Indígena,4
Perfil,Qual seu estado civil?,2017,Casada,46
Perfil,Qual seu estado civil?,2017,Solteira,35
Perfil,Qual seu estado civil?,2017,Viúva,6
Perfil,Qual seu estado civil?,2017,Divorciada,5
Perfil,Qual seu estado civil?,2017,União estável,4
Perfil,Qual seu estado civil?,2017,Separada,2
Perfil,Qual seu estado civil?,2017,NS/NR,1
Perfil,Qual seu estado civil?,2021,Casada,39
Perfil,Qual seu estado civil?,2021,Solteira,37
Perfil,Qual seu estado civil?,2021,União estável,10
Perfil,Qual seu estado civil?,2021,Viúva,6
Perfil,Qual seu estado civil?,2021,Divorciada,5
Perfil,Qual seu estado civil?,2021,Separada,2
Perfil,Qual seu estado civil?,2021,NS/NR,1
Perfil,Você:,2019,Vive de renda,2
Perfil,Você:,2019,É aposentado,24
Perfil,Você:,2019,É estudante,7
Perfil,Você:,2019,É dona de casa,37
Perfil,Você:,2019,É pensionista,9
Perfil,Você:,2019,Está desempregado,18
Perfil,Você:,2019,Outro,3
Perfil,Você:,2019,NS/NR,0
Perfil,"E na sua casa, a renda familiar é gerada:",2021,Principalmente por você,23
Perfil,"E na sua casa, a renda familiar é gerada:",2021,Principalmente por outra pessoa,35
Perfil,"E na sua casa, a renda familiar é gerada:",2021,Por você e por outra(s) pessoa(s) na mesma proporção,41
Perfil,"E na sua casa, a renda familiar é gerada:",2021,NS/NR,2
Perfil,Você se considera financeiramente independente?,2021,Sim,64
Perfil,Você se considera financeiramente independente?,2021,Não,35
Perfil,Você se considera financeiramente independente?,2021,NS/NR,1
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,Na maioria das vezes,75
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,Na minoria das vezes,17
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,Não são de sua responsabilidade,6
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,NS/NR,2
Perfil,Exerceu trabalho remunerado na última semana,2021,Sim*,53
