bloco,question,year,answer,percentage,category_translated,question_translated,answer_translated,total_answers
Perfil,De qual região você está falando?,2009,Centro-Oeste,11,Profile,Which region are you talking about?,Midwest,90
Perfil,De qual região você está falando?,2009,Norte,10,Profile,Which region are you talking about?,North,82
Perfil,De qual região você está falando?,2009,Sul,9,Profile,Which region are you talking about?,South,74
Perfil,De qual região você está falando?,2011,Sudeste,44,Profile,Which region are you talking about?,Southeast,594
Perfil,De qual região você está falando?,2011,Nordeste,27,Profile,Which region are you talking about?,North East,365
Perfil,De qual região você está falando?,2011,Sul,15,Profile,Which region are you talking about?,South,202
Perfil,De qual região você está falando?,2011,Centro-Oeste,7,Profile,Which region are you talking about?,Midwest,94
Perfil,De qual região você está falando?,2011,Norte,7,Profile,Which region are you talking about?,North,94
Perfil,De qual região você está falando?,2013,Sudeste,41,Profile,Which region are you talking about?,Southeast,511
Perfil,De qual região você está falando?,2013,Nordeste,28,Profile,Which region are you talking about?,North East,349
Perfil,De qual região você está falando?,2013,Sul,14,Profile,Which region are you talking about?,South,174
Perfil,De qual região você está falando?,2013,Norte,9,Profile,Which region are you talking about?,North,112
Perfil,De qual região você está falando?,2013,Centro-Oeste,8,Profile,Which region are you talking about?,Midwest,99
Perfil,De qual região você está falando?,2015,Sudeste,42,Profile,Which region are you talking about?,Southeast,462
Perfil,De qual região você está falando?,2015,Nordeste,28,Profile,Which region are you talking about?,North East,308
Perfil,De qual região você está falando?,2015,Sul,15,Profile,Which region are you talking about?,South,165
Perfil,De qual região você está falando?,2015,Norte,8,Profile,Which region are you talking about?,North,88
Perfil,De qual região você está falando?,2015,Centro-Oeste,7,Profile,Which region are you talking about?,Midwest,77
Perfil,De qual região você está falando?,2017,Sudeste,49,Profile,Which region are you talking about?,Southeast,546
Perfil,De qual região você está falando?,2017,Nordeste,23,Profile,Which region are you talking about?,North East,256
Perfil,De qual região você está falando?,2017,Sul,15,Profile,Which region are you talking about?,South,167
Perfil,De qual região você está falando?,2017,Centro-Oeste,8,Profile,Which region are you talking about?,Midwest,89
Perfil,De qual região você está falando?,2017,Norte,6,Profile,Which region are you talking about?,North,66
Perfil,De qual região você está falando?,2019,Norte,8,Profile,Which region are you talking about?,North,192
Perfil,De qual região você está falando?,2019,Nordeste,27,Profile,Which region are you talking about?,North East,648
Perfil,De qual região você está falando?,2019,Sudeste,44,Profile,Which region are you talking about?,Southeast,1056
Perfil,De qual região você está falando?,2019,Sul,15,Profile,Which region are you talking about?,South,360
Perfil,De qual região você está falando?,2019,Centro-Oeste,8,Profile,Which region are you talking about?,Midwest,192
Perfil,De qual região você está falando?,2021,Norte,8,Profile,Which region are you talking about?,North,240
Perfil,De qual região você está falando?,2021,Nordeste,27,Profile,Which region are you talking about?,North East,810
Perfil,De qual região você está falando?,2021,Sudeste,43,Profile,Which region are you talking about?,Southeast,1290
Perfil,De qual região você está falando?,2021,Sul,14,Profile,Which region are you talking about?,South,420
Perfil,De qual região você está falando?,2021,Centro-Oeste,8,Profile,Which region are you talking about?,Midwest,240
Perfil,De qual região você está falando?,2023,Norte,8,Profile,Which region are you talking about?,North,1742
Perfil,De qual região você está falando?,2023,Nordeste,27,Profile,Which region are you talking about?,North East,5882
Perfil,De qual região você está falando?,2023,Sudeste,43,Profile,Which region are you talking about?,Southeast,9368
Perfil,De qual região você está falando?,2023,Sul,15,Profile,Which region are you talking about?,South,3268
Perfil,De qual região você está falando?,2023,Centro-Oeste,8,Profile,Which region are you talking about?,Midwest,1742
Perfil,Qual sua religião ou crença?,2009,Católica,55,Profile,What is your religion or belief?,Catholic,454
Perfil,Qual sua religião ou crença?,2009,Evangélica,27,Profile,What is your religion or belief?,Evangelical,223
Perfil,Qual sua religião ou crença?,2009,Outras/Sem religião,18,Profile,What is your religion or belief?,Others/No Religion,148
Perfil,Qual sua religião ou crença?,2009,NS/NR,1,Profile,What is your religion or belief?,NS/NR,8
Perfil,Qual sua religião ou crença?,2011,Católica,62,Profile,What is your religion or belief?,Catholic,838
Perfil,Qual sua religião ou crença?,2011,Evangélica,28,Profile,What is your religion or belief?,Evangelical,378
Perfil,Qual sua religião ou crença?,2011,Outras/Sem religião,9,Profile,What is your religion or belief?,Others/No Religion,121
Perfil,Qual sua religião ou crença?,2011,NS/NR,1,Profile,What is your religion or belief?,NS/NR,13
Perfil,Qual sua religião ou crença?,2013,Católica,56,Profile,What is your religion or belief?,Catholic,698
Perfil,Qual sua religião ou crença?,2013,Evangélica,29,Profile,What is your religion or belief?,Evangelical,361
Perfil,Qual sua religião ou crença?,2013,Outras/Sem religião,15,Profile,What is your religion or belief?,Others/No Religion,187
Perfil,Qual sua religião ou crença?,2015,Católica,52,Profile,What is your religion or belief?,Catholic,573
Perfil,Qual sua religião ou crença?,2015,Evangélica,30,Profile,What is your religion or belief?,Evangelical,330
Perfil,Qual sua religião ou crença?,2015,Outras/Sem religião,18,Profile,What is your religion or belief?,Others/No Religion,198
Perfil,Qual sua religião ou crença?,2019,Católica,50,Profile,What is your religion or belief?,Catholic,1200
Perfil,Qual sua religião ou crença?,2019,Evangélica,34,Profile,What is your religion or belief?,Evangelical,816
Perfil,Qual sua religião ou crença?,2019,Outras/Sem religião,16,Profile,What is your religion or belief?,Others/No Religion,384
Perfil,Qual sua religião ou crença?,2021,Católica,45,Profile,What is your religion or belief?,Catholic,1350
Perfil,Qual sua religião ou crença?,2021,Evangélica,34,Profile,What is your religion or belief?,Evangelical,1020
Perfil,Qual sua religião ou crença?,2021,Outras/Sem religião,5,Profile,What is your religion or belief?,Others/No Religion,150
Perfil,Qual sua religião ou crença?,2021,Outras/Sem religião,11,Profile,What is your religion or belief?,Others/No Religion,330
Perfil,Qual sua religião ou crença?,2021,Outras/Sem religião,4,Profile,What is your religion or belief?,Others/No Religion,120
Perfil,Qual sua religião ou crença?,2021,NS/NR,0,Profile,What is your religion or belief?,NS/NR,0
Perfil,Qual sua renda individual bruta por mês?,2011,Até 2 salários mínimos,72,Profile,What is your gross individual income per month?,Up to 2 minimum wages,973
Perfil,Qual sua renda individual bruta por mês?,2011,Entre 2 e 5 salários mínimos,16,Profile,What is your gross individual income per month?,Between 2 and 5 minimum wages,216
Perfil,Qual sua renda individual bruta por mês?,2011,Mais de 5 salários mínimos,6,Profile,What is your gross individual income per month?,More than 5 minimum wages,81
Perfil,Qual sua renda individual bruta por mês?,2011,NS/NR,6,Profile,What is your gross individual income per month?,NS/NR,81
Perfil,Qual sua renda individual bruta por mês?,2013,Até 2 salários mínimos,31,Profile,What is your gross individual income per month?,Up to 2 minimum wages,386
Perfil,Qual sua renda individual bruta por mês?,2013,Entre 2 e 5 salários mínimos,38,Profile,What is your gross individual income per month?,Between 2 and 5 minimum wages,474
Perfil,Qual sua renda individual bruta por mês?,2013,Mais de 5 salários mínimos,17,Profile,What is your gross individual income per month?,More than 5 minimum wages,212
Perfil,Qual sua renda individual bruta por mês?,2013,NS/NR,14,Profile,What is your gross individual income per month?,NS/NR,174
Perfil,Qual sua renda individual bruta por mês?,2015,Até 2 salários mínimos,59,Profile,What is your gross individual income per month?,Up to 2 minimum wages,650
Perfil,Qual sua renda individual bruta por mês?,2015,Entre 2 e 5 salários mínimos,23,Profile,What is your gross individual income per month?,Between 2 and 5 minimum wages,253
Perfil,Qual sua renda individual bruta por mês?,2015,Mais de 5 salários mínimos,13,Profile,What is your gross individual income per month?,More than 5 minimum wages,143
Perfil,Qual sua renda individual bruta por mês?,2015,NS/NR,5,Profile,What is your gross individual income per month?,NS/NR,55
Perfil,Qual sua renda individual bruta por mês?,2017,Até 2 salários mínimos,81,Profile,What is your gross individual income per month?,Up to 2 minimum wages,903
Perfil,Qual sua renda individual bruta por mês?,2017,Entre 2 e 5 salários mínimos,13,Profile,What is your gross individual income per month?,Between 2 and 5 minimum wages,145
Perfil,Qual sua renda individual bruta por mês?,2017,Mais de 5 salários mínimos,5,Profile,What is your gross individual income per month?,More than 5 minimum wages,55
Perfil,Qual sua renda individual bruta por mês?,2017,NS/NR,1,Profile,What is your gross individual income per month?,NS/NR,11
Perfil,Qual sua cor ou raça?,2011,Branca,47,Profile,What is your color or race?,White,635
Perfil,Qual sua cor ou raça?,2011,Preta / Parda,47,Profile,What is your color or race?,Black / brown,635
Perfil,Qual sua cor ou raça?,2011,Amarela / Indígena,4,Profile,What is your color or race?,Yellow / indigenous,54
Perfil,Qual sua cor ou raça?,2011,NS/NR,1,Profile,What is your color or race?,NS/NR,13
Perfil,Qual sua cor ou raça?,2013,Branca,51,Profile,What is your color or race?,White,636
Perfil,Qual sua cor ou raça?,2013,Preta / Parda,43,Profile,What is your color or race?,Black / brown,536
Perfil,Qual sua cor ou raça?,2013,Amarela / Indígena,4,Profile,What is your color or race?,Yellow / indigenous,49
Perfil,Qual sua cor ou raça?,2013,NS/NR,2,Profile,What is your color or race?,NS/NR,24
Perfil,Qual sua cor ou raça?,2015,Branca,53,Profile,What is your color or race?,White,584
Perfil,Qual sua cor ou raça?,2015,Preta / Parda,42,Profile,What is your color or race?,Black / brown,462
Perfil,Qual sua cor ou raça?,2015,Amarela / Indígena,4,Profile,What is your color or race?,Yellow / indigenous,44
Perfil,Qual sua cor ou raça?,2015,NS/NR,1,Profile,What is your color or race?,NS/NR,11
Perfil,Qual sua cor ou raça?,2017,Preta / Parda,49,Profile,What is your color or race?,Black / brown,546
Perfil,Qual sua cor ou raça?,2017,Branca,44,Profile,What is your color or race?,White,491
Perfil,Qual sua cor ou raça?,2017,Amarela / Indígena,4,Profile,What is your color or race?,Yellow / indigenous,44
Perfil,Qual sua cor ou raça?,2017,NS/NR,3,Profile,What is your color or race?,NS/NR,33
Perfil,Qual sua cor ou raça?,2019,Branca,44,Profile,What is your color or race?,White,1056
Perfil,Qual sua cor ou raça?,2019,Preta / Parda,54,Profile,What is your color or race?,Black / brown,1296
Perfil,Qual sua cor ou raça?,2019,Amarela / Indígena,1,Profile,What is your color or race?,Yellow / indigenous,24
Perfil,Qual sua cor ou raça?,2021,Preta / Parda,54,Profile,What is your color or race?,Black / brown,1620
Perfil,Qual sua cor ou raça?,2021,Branca,45,Profile,What is your color or race?,White,1350
Perfil,Qual sua cor ou raça?,2021,Amarela / Indígena,1,Profile,What is your color or race?,Yellow / indigenous,30
Perfil,Qual sua cor ou raça?,2023,Branca,41,Profile,What is your color or race?,White,8932
Perfil,Qual sua cor ou raça?,2023,Preta / Parda,54,Profile,What is your color or race?,Black / brown,11764
Perfil,Qual sua cor ou raça?,2023,Amarela / Indígena,4,Profile,What is your color or race?,Yellow / indigenous,871
Perfil,Qual seu estado civil?,2017,Casada,46,Profile,What is your marital status?,Married,513
Perfil,Qual seu estado civil?,2017,Solteira,35,Profile,What is your marital status?,Single,390
Perfil,Qual seu estado civil?,2017,Viúva,6,Profile,What is your marital status?,Widow,66
Perfil,Qual seu estado civil?,2017,Divorciada,5,Profile,What is your marital status?,Divorced,55
Perfil,Qual seu estado civil?,2017,União estável,4,Profile,What is your marital status?,Stable union,44
Perfil,Qual seu estado civil?,2017,Separada,2,Profile,What is your marital status?,Separated,22
Perfil,Qual seu estado civil?,2017,NS/NR,1,Profile,What is your marital status?,NS/NR,11
Perfil,Qual seu estado civil?,2021,Casada,39,Profile,What is your marital status?,Married,1170
Perfil,Qual seu estado civil?,2021,Solteira,37,Profile,What is your marital status?,Single,1110
Perfil,Qual seu estado civil?,2021,União estável,10,Profile,What is your marital status?,Stable union,300
Perfil,Qual seu estado civil?,2021,Viúva,6,Profile,What is your marital status?,Widow,180
Perfil,Qual seu estado civil?,2021,Divorciada,5,Profile,What is your marital status?,Divorced,150
Perfil,Qual seu estado civil?,2021,Separada,2,Profile,What is your marital status?,Separated,60
Perfil,Qual seu estado civil?,2021,NS/NR,1,Profile,What is your marital status?,NS/NR,30
Perfil,Você:,2019,Vive de renda,2,Profile,You:,Live from income,48
Perfil,Você:,2019,É aposentado,24,Profile,You:,Is retired,576
Perfil,Você:,2019,É estudante,7,Profile,You:,Is a student,168
Perfil,Você:,2019,É dona de casa,37,Profile,You:,He is a housewife,888
Perfil,Você:,2019,É pensionista,9,Profile,You:,He is a pensioner,216
Perfil,Você:,2019,Está desempregado,18,Profile,You:,Is unemployed,432
Perfil,Você:,2019,Outro,3,Profile,You:,Other,72
Perfil,Você:,2019,NS/NR,0,Profile,You:,NS/NR,0
Perfil,"E na sua casa, a renda familiar é gerada:",2021,Principalmente por você,23,Profile,"And in your home, family income is generated:",Mainly for you,690
Perfil,"E na sua casa, a renda familiar é gerada:",2021,Principalmente por outra pessoa,35,Profile,"And in your home, family income is generated:",Mainly by someone else,1050
Perfil,"E na sua casa, a renda familiar é gerada:",2021,Por você e por outra(s) pessoa(s) na mesma proporção,41,Profile,"And in your home, family income is generated:",For you and another person (s) in the same proportion,1230
Perfil,"E na sua casa, a renda familiar é gerada:",2021,NS/NR,2,Profile,"And in your home, family income is generated:",NS/NR,60
Perfil,Você se considera financeiramente independente?,2021,Sim,64,Profile,Do you consider yourself financially independent?,Yes,1920
Perfil,Você se considera financeiramente independente?,2021,Não,35,Profile,Do you consider yourself financially independent?,No,1050
Perfil,Você se considera financeiramente independente?,2021,NS/NR,1,Profile,Do you consider yourself financially independent?,NS/NR,30
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,Na maioria das vezes,75,Profile,Are the household tasks of your home responsibly?,Most of the time,2250
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,Na minoria das vezes,17,Profile,Are the household tasks of your home responsibly?,In the minority of the time,510
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,Não são de sua responsabilidade,6,Profile,Are the household tasks of your home responsibly?,They are not their responsibility,180
Perfil,As tarefas domésticas da sua casa são de sua responsabilidade?,2021,NS/NR,2,Profile,Are the household tasks of your home responsibly?,NS/NR,60
Perfil,Exerceu trabalho remunerado na última semana,2021,Sim*,53,Profile,Exercised paid work last week,Yes*,1590
Perfil,Exerceu trabalho remunerado na última semana,2021,Não,46,Profile,Exercised paid work last week,No,1380
Perfil,Exerceu trabalho remunerado na última semana,2021,NS/NR,1,Profile,Exercised paid work last week,NS/NR,30
Perfil,Porte do município,2021,Até 50 mil habitantes,31,Profile,Municipality,Up to 50 thousand inhabitants,930
Perfil,Porte do município,2021,Mais de 50 mil até 500 mil habitantes,37,Profile,Municipality,More than 50 thousand up to 500 thousand inhabitants,1110
Perfil,Porte do município,2021,Mais de 500 mil habitantes,32,Profile,Municipality,More than 500 thousand inhabitants,960
Perfil,Porte do município,2023,Até 50 mil habitantes,30,Profile,Municipality,Up to 50 thousand inhabitants,6536
Perfil,Porte do município,2023,Mais de 50 mil até 500 mil habitantes,39,Profile,Municipality,More than 50 thousand up to 500 thousand inhabitants,8496
Perfil,Porte do município,2023,Mais de 500 mil habitantes,31,Profile,Municipality,More than 500 thousand inhabitants,6753
Perfil,Unidade da federação,2023,São Paulo,23,Profile,Federation unit,São Paulo,5011
Perfil,Unidade da federação,2023,Minas Gerais,10,Profile,Federation unit,Minas Gerais,2178
Perfil,Unidade da federação,2023,Rio de Janeiro,8,Profile,Federation unit,Rio de Janeiro,1742
Perfil,Unidade da federação,2023,Bahia,7,Profile,Federation unit,Bahia,1525
Perfil,Unidade da federação,2023,Paraná,6,Profile,Federation unit,Paraná,1307
Perfil,Unidade da federação,2023,Rio Grande do Sul,6,Profile,Federation unit,Rio Grande do Sul,1307
Perfil,Unidade da federação,2023,Pernambuco,4,Profile,Federation unit,Pernambuco,871
Perfil,Unidade da federação,2023,Ceará,4,Profile,Federation unit,Ceará,871
Perfil,Unidade da federação,2023,Santa Catarina,4,Profile,Federation unit,Santa Catarina,871
Perfil,Unidade da federação,2023,Pará,4,Profile,Federation unit,To,871
Perfil,Unidade da federação,2023,Goiás,3,Profile,Federation unit,Goiás,653
Perfil,Unidade da federação,2023,Maranhão,3,Profile,Federation unit,Maranhão,653
Perfil,Unidade da federação,2023,Paraíba,2,Profile,Federation unit,Paraíba,435
Perfil,Unidade da federação,2023,Espírito Santo,2,Profile,Federation unit,Holy Spirit,435
Perfil,Unidade da federação,2023,Amazonas,2,Profile,Federation unit,Amazonas,435
Perfil,Unidade da federação,2023,Mato Grosso,2,Profile,Federation unit,Mato Grosso,435
Perfil,Unidade da federação,2023,Rio Grande do Norte,2,Profile,Federation unit,Rio Grande do Norte,435
Perfil,Unidade da federação,2023,Piauí,2,Profile,Federation unit,Piauí,435
Perfil,Unidade da federação,2023,Alagoas,2,Profile,Federation unit,Alagoas,435
Perfil,Unidade da federação,2023,Distrito Federal,1,Profile,Federation unit,Federal district,217
Perfil,Unidade da federação,2023,Mato Grosso do Sul,1,Profile,Federation unit,Mato Grosso do Sul,217
Perfil,Unidade da federação,2023,Sergipe,1,Profile,Federation unit,Sergipe,217
Perfil,Unidade da federação,2023,Rondônia,1,Profile,Federation unit,Rondônia,217
Perfil,Unidade da federação,2023,Tocantins,1,Profile,Federation unit,Tocantins,217
Perfil,Unidade da federação,2023,Acre,0,Profile,Federation unit,Acre,0
Perfil,Unidade da federação,2023,Amapá,0,Profile,Federation unit,Amapá,0
Perfil,Unidade da federação,2023,Roraima,0,Profile,Federation unit,Roraima,0
Perfil,Renda familiar em salários mínimos,2023,Até 2,57,Profile,Family income in minimum wages,Up to 2,12418
Perfil,Renda familiar em salários mínimos,2023,Entre 2 e 6,24,Profile,Family income in minimum wages,Between 2 and 6,5228
Perfil,Renda familiar em salários mínimos,2023,Mais de 6,9,Profile,Family income in minimum wages,More than 6,1960
Perfil,Renda familiar em salários mínimos,2023,NS/NR,10,Profile,Family income in minimum wages,NS/NR,2178
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Denunciar,36,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Denounce,286
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Intensificar as campanhas para divulgação dos direitos das mulheres,21,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Intensify campaigns to disseminate women's rights,167
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Melhorar a assistência às vítimas,14,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Improve care for victims,111
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Capacitar lideranças comunitárias para que possam intervir nas emergências,10,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Enable community leaders to intervene in emergencies,79
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Outras,8,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Others,63
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Estimular o debate social sobre o tema,6,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Stimulate social debate on the topic,47
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,Dividir de forma mais equilibrada as responsabilidades domésticas,4,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Divide household responsibilities more,31
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2007,NS/NR,1,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,NS/NR,7
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Intensificar as campanhas para divulgação dos direitos das mulheres,34,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Intensify campaigns to disseminate women's rights,281
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Denunciar,30,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Denounce,248
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,NS/NR,3,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,NS/NR,24
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Melhorar a assistência às vítimas,26,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Improve care for victims,215
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Estimular o debate social sobre o tema,20,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Stimulate social debate on the topic,165
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Capacitar lideranças comunitárias para que possam intervir nas emergências,15,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Enable community leaders to intervene in emergencies,124
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Outras,13,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Others,107
A sociedade e a violência doméstica e familiar,O que você acha que a sociedade pode fazer para diminuir ou evitar a violência doméstica e familiar contra a mulher?,2009,Dividir de forma mais equilibrada as responsabilidades domésticas,12,Society and domestic and family violence,What do you think society can do to decrease or prevent domestic and family violence against women?,Divide household responsibilities more,99
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2009,A vítima,47,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",The victim,388
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2009,Qualquer pessoa que tenha conhecimento do fato,46,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",Anyone who is aware of the fact,380
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2009,As pessoas que presenciaram a agressão,19,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",People who witnessed aggression,157
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2011,A vítima,48,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",The victim,648
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2011,Qualquer pessoa que tenha conhecimento do fato,41,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",Anyone who is aware of the fact,554
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2011,As pessoas que presenciaram a agressão,21,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",People who witnessed aggression,283
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2013,A vítima,61,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",The victim,761
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2013,Qualquer pessoa que tenha conhecimento do fato,60,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",Anyone who is aware of the fact,748
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2013,As pessoas que presenciaram a agressão,34,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",People who witnessed aggression,424
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2015,Qualquer pessoa que tenha conhecimento do fato,64,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",Anyone who is aware of the fact,705
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2015,A vítima,59,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",The victim,650
A sociedade e a violência doméstica e familiar,"Em sua opinião, quem pode denunciar um ato de agressão física cometido contra uma mulher em seu ambiente familiar?",2015,As pessoas que presenciaram a agressão,33,Society and domestic and family violence,"In your opinion, who can report an act of physical aggression committed against a woman in her family environment?",People who witnessed aggression,363
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2011,Sim,81,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",Yes,1095
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2011,Não,15,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",No,202
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2011,NS/NR,4,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",NS/NR,54
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2013,Sim,88,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",Yes,1098
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2013,Não,9,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",No,112
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2013,NS/NR,3,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",NS/NR,37
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2015,Sim,89,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",Yes,980
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2015,Não,8,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",No,88
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2015,NS/NR,2,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",NS/NR,22
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2017,Não,8,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",No,89
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2017,NS/NR,2,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",NS/NR,22
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2017,Sim,90,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",Yes,1004
A sociedade e a violência doméstica e familiar,"Se você presenciasse um ato de agressão contra uma mulher, você denunciaria:",2019,Sim,61,Society and domestic and family violence,"If you witnessed an act of aggression against a woman, you would report:",Yes,1464
